"time","src_ip","dst_ip","dport","sport","bytesin","bytesout","pkts","pktsin","pktsout","synin","synackout","rstin","rstout","get","post"
2021-03-21 23:00:21,185.156.73.31,213.61.202.125,60285,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:21,94.82.64.194,213.61.202.114,24883,9016,90,90,2,1,1,0,1,0,0,0,0
2021-03-21 23:00:21,52.166.127.37,213.61.202.114,38766,9354,84,259,2,1,1,0,1,0,0,0,0
2021-03-21 23:00:22,185.156.73.31,213.61.202.118,20190,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:22,94.23.57.8,213.61.202.118,443,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:22,94.23.57.8,213.61.202.118,80,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:23,213.61.202.114,65.55.252.93,443,40004,0,86,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:23,71.6.146.185,213.61.202.125,8888,29011,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:23,94.82.64.194,213.61.202.114,24883,9016,0,89,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:24,185.156.73.31,213.61.202.114,19827,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:24,212.70.149.71,213.61.202.116,465,58968,396,474,5,3,2,0,2,0,0,0,0
2021-03-21 23:00:25,185.156.73.31,213.61.202.121,56838,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:25,89.200.133.147,213.61.202.120,80,17079,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:25,185.156.73.31,213.61.202.123,61775,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:25,185.156.73.31,213.61.202.116,17335,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:26,108.61.249.110,213.61.202.118,443,34050,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:26,185.156.73.31,213.61.202.117,39699,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:26,94.23.57.8,213.61.202.118,443,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:26,94.23.57.8,213.61.202.118,80,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:26,94.82.64.194,213.61.202.114,24883,9016,168,1534,4,2,2,0,2,0,1,0,0
2021-03-21 23:00:27,61.163.142.63,213.61.202.122,23,63440,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:27,213.61.202.114,94.82.64.194,9016,17458,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:27,185.156.73.31,213.61.202.122,4050,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:28,212.70.149.71,213.61.202.116,465,58968,220,292,3,2,1,0,1,0,0,0,0
2021-03-21 23:00:28,94.232.46.25,213.61.202.117,33391,54533,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:29,92.63.197.59,213.61.202.118,13389,48377,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:30,52.215.192.232,213.61.202.116,993,48328,1789,5142,24,14,10,1,10,0,0,0,0
2021-03-21 23:00:30,66.102.1.188,213.61.202.114,25076,5228,297,244,5,3,2,0,2,0,0,0,0
2021-03-21 23:00:30,216.58.206.35,213.61.202.114,33372,80,173,493,3,1,2,0,2,0,0,0,0
2021-03-21 23:00:30,213.61.202.114,94.82.64.194,9016,17458,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:31,194.147.140.94,213.61.202.120,15313,54818,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:31,89.200.133.147,213.61.202.120,465,57870,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:31,52.215.192.232,213.61.202.116,993,48328,1047,2046,18,8,10,0,10,0,2,0,0
2021-03-21 23:00:32,194.147.140.94,213.61.202.125,15313,54818,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:32,89.200.133.147,213.61.202.117,443,22739,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:33,74.120.14.89,213.61.202.115,30001,3350,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:33,89.200.133.147,213.61.202.117,8080,13007,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:33,94.82.64.194,213.61.202.114,24883,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:00:33,61.19.64.58,213.61.202.114,445,3377,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:33,89.200.133.147,213.61.202.120,3074,38446,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:34,194.147.140.94,213.61.202.117,15313,54818,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:34,20.49.150.241,213.61.202.114,55547,443,174,220,4,2,2,0,2,1,0,0,0
2021-03-21 23:00:34,185.156.73.31,213.61.202.118,6612,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:34,213.61.202.114,20.49.150.241,443,55547,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:34,20.49.150.241,213.61.202.114,47548,443,174,305,4,2,2,0,2,1,0,0,0
2021-03-21 23:00:34,213.61.202.114,20.49.150.241,443,47548,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:34,20.49.150.241,213.61.202.114,28564,443,174,220,4,2,2,0,2,1,0,0,0
2021-03-21 23:00:34,65.55.44.109,213.61.202.114,63684,443,4239,1767,11,5,6,0,6,0,0,0,0
2021-03-21 23:00:34,213.61.202.114,20.49.150.241,443,28564,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:34,20.49.150.241,213.61.202.114,16078,443,174,305,4,2,2,0,2,1,0,0,0
2021-03-21 23:00:34,213.61.202.114,20.49.150.241,443,16078,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:34,213.61.202.114,65.55.44.109,443,63684,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:34,94.82.64.194,213.61.202.114,17458,9016,90,1693,4,1,3,0,3,0,0,0,0
2021-03-21 23:00:34,94.23.57.8,213.61.202.118,443,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:34,94.23.57.8,213.61.202.118,80,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:34,74.120.14.83,213.61.202.120,9528,18646,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:34,212.70.149.71,213.61.202.116,465,58968,215,133,3,2,1,0,1,0,0,0,0
2021-03-21 23:00:35,65.55.44.109,213.61.202.114,63684,443,900,174,5,3,2,0,2,0,0,0,0
2021-03-21 23:00:36,185.156.73.31,213.61.202.123,20756,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:36,185.156.73.31,213.61.202.115,6612,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:36,94.82.64.194,213.61.202.114,17458,9016,180,180,4,2,2,0,2,0,0,0,0
2021-03-21 23:00:36,213.61.202.114,65.55.252.93,443,32325,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:36,61.19.64.58,213.61.202.114,445,3377,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:37,89.200.133.147,213.61.202.120,80,38517,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:37,24.149.10.29,213.61.202.122,445,52375,90,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:38,213.61.202.114,94.82.64.194,9016,61736,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:38,94.82.64.194,213.61.202.114,17458,9016,252,876,4,3,1,0,1,1,0,0,0
2021-03-21 23:00:38,89.200.133.147,213.61.202.117,80,51015,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:39,89.200.133.147,213.61.202.120,8080,15041,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:39,185.156.73.31,213.61.202.123,19827,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:39,213.61.202.114,65.55.252.93,443,32325,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:39,212.70.149.71,213.61.202.116,465,58968,221,137,3,2,1,0,1,0,0,0,0
2021-03-21 23:00:39,94.82.64.194,213.61.202.114,17458,9016,168,0,2,2,0,0,0,2,0,0,0
2021-03-21 23:00:40,94.82.64.194,213.61.202.114,61736,9016,90,1693,4,1,3,0,3,0,0,0,0
2021-03-21 23:00:40,94.82.64.194,213.61.202.114,17458,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:00:40,185.156.73.31,213.61.202.114,40550,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:40,24.149.10.29,213.61.202.122,445,52375,90,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:40,89.200.133.147,213.61.202.117,443,30114,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:41,89.200.133.147,213.61.202.120,3074,40533,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:42,89.248.165.199,213.61.202.125,18215,46357,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:42,213.61.202.114,94.82.64.194,9016,54570,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:42,200.59.126.25,213.61.202.115,445,62377,90,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:42,185.156.73.31,213.61.202.121,53290,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:42,94.82.64.194,213.61.202.114,61736,9016,252,132,4,3,1,0,1,1,0,0,0
2021-03-21 23:00:42,74.120.14.30,213.61.202.115,6379,35866,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:42,195.54.161.150,213.61.202.117,15605,56872,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:43,79.124.62.90,213.61.202.118,8266,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:44,185.156.73.31,213.61.202.119,6612,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:44,104.220.232.82,213.61.202.114,57192,443,3441,1000,10,4,6,0,6,0,0,0,0
2021-03-21 23:00:44,213.61.202.114,104.220.232.82,443,57192,0,98,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:44,212.70.149.71,213.61.202.116,465,58968,235,137,3,2,1,0,1,0,0,0,0
2021-03-21 23:00:44,89.200.133.147,213.61.202.120,3478,48744,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:45,94.82.64.194,213.61.202.114,54570,9016,90,173,3,1,2,0,2,0,0,0,0
2021-03-21 23:00:45,89.200.133.147,213.61.202.120,443,598,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:45,94.82.64.194,213.61.202.114,61736,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:00:45,213.61.202.114,65.55.252.93,443,32325,0,86,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:45,213.61.202.114,52.144.40.147,443,24789,0,98,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:45,52.144.40.147,213.61.202.114,13562,443,84,211,3,1,2,0,2,1,0,0,0
2021-03-21 23:00:45,193.27.229.207,213.61.202.115,40486,46810,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:45,104.220.232.82,213.61.202.114,57192,443,812,994,6,3,3,0,3,0,0,0,0
2021-03-21 23:00:46,185.156.73.31,213.61.202.123,30275,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:46,89.200.133.147,213.61.202.117,8080,40221,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:46,185.156.73.31,213.61.202.121,55313,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:46,52.144.40.147,213.61.202.114,24789,443,3524,2593,13,5,8,0,8,0,0,0,0
2021-03-21 23:00:47,103.145.13.120,213.61.202.115,81,58437,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:48,185.156.73.31,213.61.202.118,55313,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:49,213.61.202.114,94.82.64.194,9016,47587,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:49,185.156.73.31,213.61.202.123,49890,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:49,194.147.140.94,213.61.202.123,15313,54818,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:49,212.70.149.71,213.61.202.116,465,58968,215,183,3,2,1,0,1,0,0,0,0
2021-03-21 23:00:49,185.156.73.31,213.61.202.126,16787,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:49,94.82.64.194,213.61.202.114,54570,9016,168,790,4,2,2,0,2,0,1,0,0
2021-03-21 23:00:50,94.82.64.194,213.61.202.114,54570,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:00:50,94.23.57.8,213.61.202.118,443,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:50,94.23.57.8,213.61.202.118,80,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:00:50,89.200.133.147,213.61.202.117,443,59864,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:50,167.248.133.95,213.61.202.118,10042,34796,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:51,188.166.169.176,213.61.202.120,3050,61953,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:51,89.200.133.147,213.61.202.120,80,10922,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:52,94.82.64.194,213.61.202.114,47587,9016,90,173,3,1,2,0,2,0,0,0,0
2021-03-21 23:00:52,167.248.133.24,213.61.202.126,8085,18028,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:52,40.126.32.2,213.61.202.114,33793,443,7167,2271,13,8,5,0,5,0,0,0,0
2021-03-21 23:00:52,213.61.202.114,40.126.32.2,443,33793,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:00:52,193.27.229.207,213.61.202.123,40403,46810,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:52,162.142.125.91,213.61.202.123,45668,25697,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:53,89.200.133.147,213.61.202.120,465,31646,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:53,134.209.164.184,213.61.202.121,29594,51073,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:53,185.156.73.31,213.61.202.120,15899,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:53,79.124.62.90,213.61.202.120,7323,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:53,185.156.73.31,213.61.202.121,7486,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:54,89.200.133.147,213.61.202.117,443,19348,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:54,212.70.149.71,213.61.202.116,465,58968,180,90,3,2,1,0,1,0,0,0,0
2021-03-21 23:00:54,40.126.32.2,213.61.202.114,33793,443,10311,168,9,7,2,0,2,0,0,0,0
2021-03-21 23:00:55,89.200.133.147,213.61.202.120,3478,47036,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:55,185.156.73.31,213.61.202.117,61775,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:55,193.27.229.207,213.61.202.118,40403,46810,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:56,104.143.83.242,213.61.202.118,37,42074,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:56,185.156.73.31,213.61.202.122,7021,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:56,185.156.73.31,213.61.202.115,7819,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:57,92.63.197.59,213.61.202.123,13189,48377,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:57,89.200.133.147,213.61.202.120,80,58194,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:57,89.200.133.147,213.61.202.117,465,46117,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:00:58,185.156.73.31,213.61.202.123,20707,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:58,185.156.73.31,213.61.202.117,15899,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:00:59,139.162.112.248,213.61.202.125,8080,46700,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:00,185.156.73.31,213.61.202.122,7819,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:00,94.82.64.194,213.61.202.114,47587,9016,84,1078,2,1,1,0,1,0,0,0,0
2021-03-21 23:01:02,213.61.202.114,94.82.64.194,9016,21798,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:01:02,94.82.64.194,213.61.202.114,47587,9016,84,84,2,1,1,0,1,0,1,0,0
2021-03-21 23:01:02,185.156.73.31,213.61.202.120,29616,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:03,89.200.133.147,213.61.202.117,3478,33173,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:01:03,89.248.165.199,213.61.202.119,18215,46357,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:03,185.156.73.31,213.61.202.118,40550,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:03,185.156.73.31,213.61.202.119,40452,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:04,193.27.229.207,213.61.202.120,40403,46810,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:04,117.34.25.155,213.61.202.126,1433,43950,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:04,185.156.73.31,213.61.202.126,52054,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:05,213.61.202.114,94.82.64.194,9016,21798,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:01:05,194.147.140.94,213.61.202.115,15313,54818,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:05,195.54.161.150,213.61.202.119,54591,56872,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:05,185.156.73.31,213.61.202.123,15899,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:06,93.37.135.59,213.61.202.116,993,43922,102,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:06,185.156.73.31,213.61.202.114,39699,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:06,94.82.64.194,213.61.202.114,47587,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:01:07,89.200.133.147,213.61.202.120,465,46367,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:01:07,185.156.73.31,213.61.202.115,40550,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:07,195.54.161.150,213.61.202.115,52671,56872,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:07,94.82.64.194,213.61.202.114,21798,9016,90,1693,4,1,3,0,3,0,0,0,0
2021-03-21 23:01:07,93.37.135.59,213.61.202.116,993,43922,2151,6364,33,17,16,0,16,0,0,0,0
2021-03-21 23:01:08,89.200.133.147,213.61.202.120,80,54522,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:01:08,94.82.64.194,213.61.202.114,21798,9016,180,180,4,2,2,0,2,0,0,0,0
2021-03-21 23:01:08,51.83.164.217,213.61.202.115,59694,39133,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:01:08,79.124.62.90,213.61.202.119,8321,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:08,93.37.135.59,213.61.202.116,993,43922,647,1035,9,6,3,0,3,0,0,0,0
2021-03-21 23:01:09,213.61.202.114,94.82.64.194,9016,34245,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:01:09,94.82.64.194,213.61.202.114,21798,9016,252,380,4,3,1,0,1,1,0,0,0
2021-03-21 23:01:09,79.124.62.90,213.61.202.116,8111,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:09,89.200.133.147,213.61.202.117,465,7834,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:01:09,185.156.73.31,213.61.202.126,60299,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:10,52.215.192.227,213.61.202.116,993,32688,1555,5019,21,12,9,1,9,0,0,0,0
2021-03-21 23:01:10,172.104.122.237,213.61.202.125,9080,52428,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:10,222.96.94.72,213.61.202.115,2323,28572,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:10,94.82.64.194,213.61.202.114,21798,9016,252,0,3,3,0,0,0,3,0,0,0
2021-03-21 23:01:11,157.230.109.169,213.61.202.116,1936,61953,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:11,206.189.103.79,213.61.202.122,2221,62366,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:11,206.189.103.79,213.61.202.123,2221,62366,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:11,206.189.103.79,213.61.202.120,2221,62366,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:11,206.189.103.79,213.61.202.125,2221,62366,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:11,206.189.103.79,213.61.202.116,2221,62366,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:11,206.189.103.79,213.61.202.126,2221,62366,86,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:01:11,206.189.103.79,213.61.202.121,2221,62366,86,0,1,1,0,1,0,0,0,0,0
